symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
IEX,60062-4824,Industrials,7000.0,"IDEX Corporation, together with its subsidiaries, operates as an applied solutions company worldwide. The company operates through three segments: Fluid & Metering Technologies (FMT), Health & Science Technologies (HST), and Fire & Safety/Diversified Products (FSDP). The FMT segment designs, produces, and distributes positive displacement pumps, small volume provers, flow meters, injectors, and other fluid-handling pump modules and systems, as well as offers flow monitoring and other services for the food, chemical, general industrial, water and wastewater, agricultural, and energy industries. The HST segment provides precision fluidics, rotary lobe pumps, centrifugal and positive displacement pumps, roll compaction, and drying systems for use in beverage, food processing, pharmaceutical, and cosmetics; pneumatic components and sealing solutions, such as pumping solutions for analytical instrumentation, clinical diagnostics, and drug discovery; molded and extruded sealing components; custom mechanical and shaft seals; engineered hygienic mixers and valves; biocompatible medical devices and implantables; and air compressors. This segment also offers optical components and coatings for applications in the scientific research, defense, biotechnology, aerospace, telecommunications, and electronics manufacturing applications; laboratory and commercial equipment to produce micro and nano scale materials; precision photonic solutions; and precision gear and peristaltic pump technologies. The FSDP segment produces and distributes firefighting pumps, valves and controls, rescue tools, lifting bags, and other components and systems for the fire and rescue industry; engineered stainless steel banding and clamping devices for various industrial and commercial applications; and precision equipment for dispensing, metering, and mixing colorants and paints used in retail and commercial businesses. The company was incorporated in 1987 and is headquartered in Northbrook, Illinois.",Northbrook,847 498 7070,IL,United States,[],http://www.idexcorp.com,1,3100 Sanders Road,Specialty Industrial Machinery,0.27162,0.162,0.44694,563603008.0,0.225,0.23616,723817984.0,210.0,buy,1031531000.0,346273504.0,251.0,224.59,0.102,3.375,0.08663,12.0,245.42,47.854,0.16851,270.0,806497024.0,1304637056.0,2664824064.0,10.607,USD,34.998,2.501,2.2,NYQ,IDEX Corporation,IDEX Corporation,America/New_York,EST,True,-18000000.0,EQUITY,finmb_29728,us_market,,6.922,,25.486,,,6.87,,75931000.0,,,,34.323,792236.0,0.0104,,1609372800.0,1.02337,431712992.0,5.09,,,6.543425,0.00206,1672444800.0,,1632960000.0,2.76,1634256000.0,75845218.0,1.068051,18446934016.0,2,,1179792000.0,3:2,,,,0.115,6.3994255,1636934400.0,2.95,,32.69141,,0.0117,921481.0,,,,236.16,236.34,218.5261,0.0086382115,0.3694,,233.52,,223800.0,236.16,222.3002,2.04,236.34,,223800.0,,,2.16,1642032000.0,,,223.56,USD,44.12377,939430.0,,,,17053342720.0,,,301130.0,223.56,224.49,900.0,939430.0,238.56,,1.16,185.23,223.87,False,0.0091,1300.0,233.52,224.59,https://logo.clearbit.com/idexcorp.com,Suite 301,,,,,5b95523b-3a2c-3ce3-ae3e-6df8f9fbe858,,,,,,,,,,,,
IDXX,04092,Healthcare,9800.0,"IDEXX Laboratories, Inc. develops, manufactures, and distributes products and services primarily for the companion animal veterinary, livestock and poultry, dairy, and water testing markets worldwide. The company operates through CAG; Water Quality Products; Livestock, Poultry and Dairy; and Other segments. It provides point-of-care veterinary diagnostic products, including instruments, consumables, and rapid assay test kits; veterinary reference laboratory diagnostic and consulting services; practice management and diagnostic imaging systems and services for veterinarians; and health monitoring, biological materials testing, and laboratory animal diagnostic instruments and services for biomedical research community. The company also offers diagnostic and health-monitoring products for livestock, poultry, and dairy; products that test water for various microbiological contaminants; and point-of-care electrolytes and blood gas analyzers and SARS-CoV-2 RT-PCR that are used in the human point-of-care medical diagnostics market; in-clinic chemistry, blood and urine chemistry, hematology, and SediVue Dx analyzers; SNAP rapid assays test kits. In addition, it provides Colilert, Colilert-18, and Colisure tests, which detect the presence of total coliforms and E. coli in water; Enterolert, Pseudalert, Filta-Max and Filta-Max xpress, Legiolert, and Quanti-Tray products; veterinary software and services for independent veterinary clinics and corporate groups. The company markets its products through marketing, customer service, sales, and technical service groups, as well as through independent distributors and other resellers. IDEXX Laboratories, Inc. was incorporated in 1983 and is headquartered in Westbrook, Maine.",Westbrook,207 556 0300,ME,United States,[],http://www.idexx.com,1,One IDEXX Drive,Diagnostics & Research,0.32514,0.24141,0.58768004,764515968.0,0.123,0.29278,1019393984.0,610.0,buy,1571040000.0,568773120.0,737.5,608.07,0.201,1.48,0.25882998,6.0,717.5,127.497,1.26533,770.0,145203008.0,963190016.0,3135207936.0,1.712,USD,36.727,0.9,2.4,NMS,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc.",America/New_York,EST,True,-18000000.0,EQUITY,finmb_29729,us_market,,17.096,,52.579,,,9.1,,85280704.0,,,,8.232,699608.0,0.0083,,1609372800.0,0.86491996,756864000.0,7.771,,,73.866615,0.00944,1672444800.0,,1632960000.0,2.21,1634256000.0,83926169.0,0.92935,53598474240.0,2,,1434412800.0,2:1,,,,0.198,16.540094,1636934400.0,4.76,,66.82088,,0.0093,735382.0,,,,627.99,633.75,599.3605,,0.0,,639.51,,327010.0,627.99,636.0312,,633.75,,327010.0,,,,,,,603.0,USD,78.24862,642439.0,,,,51856637952.0,,,381468.0,603.0,641.0,800.0,642439.0,706.95,,,447.82,608.07,False,,1100.0,639.51,608.07,https://logo.clearbit.com/idexx.com,,207 556 4346,,,,f576b05b-2a7f-3f70-9980-7b0489373c04,,,,,,,,,,,,
INFO,EC2Y 9LY,Industrials,16000.0,"IHS Markit Ltd. provides critical information, analytics, and solutions for various industries and markets worldwide. The company's information, analytics, and solutions enhance operational efficiency and offer deep insights for customers in business, finance, and government. Its Financial Services segment offers pricing and reference data, indices, valuation and trading services, trade processing, enterprise software, and managed services to traders, portfolio managers, risk managers, research professionals, and other financial market participants, as well as operations, compliance, and enterprise data managers. The company's Transportation segment provides authoritative analysis; sales and production forecasts for light vehicles, medium and heavy commercial vehicles, powertrains, components, and technology systems; performance measurement and marketing tools for carmakers, dealers, and agencies; predictive analytics and marketing automation software; and critical information for used car dealers and their customers in the used car buying process. It also offers comprehensive data on ships, and monthly import and export statistics. The company's Resources segment provides upstream services, including technical information, analytical tools, and market forecasting and consulting for the upstream industry; and downstream information, such as market forecasting, midstream market analysis and supply chain data, refining and marketing economics, and oil product pricing information for the chemical, refined products, agriculture, and power industries. The company's Consolidated Markets & Solutions segment provides discovery technologies, research tools, and software-based engineering decision engines; economic and risk data and analytics, forecasts, and scenario tools; and performance and cost benchmarking analysis for technology, media, and telecom industry. IHS Markit Ltd. was founded in 1959 and is headquartered in London, the United Kingdom.",London,44 20 7260 2000,,United Kingdom,[],http://www.ihsmarkit.com,1,Ropemaker Place,Consulting Services,0.38055,0.13885,0.63699,1357600000.0,0.151,0.24689,1705500032.0,101.0,buy,2697800000.0,460224992.0,127.0,127.82,1.215,1.043,0.04227,9.0,123.78,59.597,0.07298,139.0,217400000.0,5321299968.0,4481699840.0,0.545,USD,11.27,0.52,2.1,NYQ,IHS Markit Ltd.,IHS Markit Ltd.,America/New_York,EST,True,-18000000.0,EQUITY,finmb_13651733,us_market,,11.969,,31.451,,,3.53,,423744000.0,,,,21.809,17297506.0,0.0434,,1606694400.0,0.9096,622300032.0,1.334,,,5.860883,0.06921,1669766400.0,,1622419200.0,8.96,1627603200.0,396431883.0,0.977074,53640073216.0,2,,1468368000.0,3:1,,,,1.218,12.085361,1630368000.0,3.48,,36.209633,,0.0466,11806864.0,,,,130.24,130.54,111.827,0.005451474,0.47439998,,130.85,,2616170.0,130.24,124.2234,0.71,130.54,,2616170.0,,,0.8,1627516800.0,,,127.41,USD,95.81709,3127420.0,,,,54162956288.0,,,2310473.0,127.41,127.76,800.0,3127420.0,132.35,,,83.26,95.0,False,0.0066000004,800.0,130.85,127.82,https://logo.clearbit.com/ihsmarkit.com,4th Floor 25 Ropemaker Street,,,,,551b723e-afd6-331d-844f-cb2f5920fbd3,,,,,,,,,,,,
ITW,60025-4075,Industrials,43000.0,"Illinois Tool Works Inc. manufactures and sells industrial products and equipment worldwide. It operates through seven segments: Automotive OEM; Food Equipment; Test & Measurement and Electronics; Welding; Polymers & Fluids; Construction Products; and Specialty Products. The Automotive OEM segment offers plastic and metal components, fasteners, and assemblies for automobiles, light trucks, and other industrial uses. The Food Equipment segment provides warewashing, refrigeration, cooking, and food processing equipment; kitchen exhaust, ventilation, and pollution control systems; and food equipment maintenance and repair services. The Test & Measurement and Electronics segment produces and sells equipment, consumables, and related software for testing and measuring of materials and structures, as well as equipment and consumables used in the production of electronic subassemblies and microelectronics. The Welding segment produces arc welding equipment; and metal arc welding consumables and related accessories. The Polymers & Fluids segment produces adhesives, sealants, lubrication and cutting fluids, and fluids and polymers for auto aftermarket maintenance and appearance. The Construction Products segment offers engineered fastening systems and solutions for the residential construction, renovation/remodel, and commercial construction markets. The Specialty Products segment offers beverage packaging equipment and consumables, product coding and marking equipment and consumables, and appliance components and fasteners. It serves the automotive OEM/tiers, commercial food equipment, construction, general industrial, and automotive aftermarket end markets. The company distributes its products directly to industrial manufacturers, as well as through independent distributors. Illinois Tool Works Inc. was founded in 1912 and is headquartered in Glenview, Illinois.",Glenview,847 724 7500,IL,United States,[],http://www.itw.com,1,155 Harlem Avenue,Specialty Industrial Machinery,0.26881,0.17176001,0.41482,2801999872.0,0.098,0.236,3464999936.0,208.0,hold,5199000000.0,2152875008.0,243.0,232.15,0.192,2.501,0.12755,18.0,242.11,242.643,0.7964,268.0,2484000000.0,7949000192.0,12890000384.0,7.864,USD,40.73,1.92,3.0,NYQ,Illinois Tool Works Inc.,Illinois Tool Works Inc.,America/New_York,EST,True,-18000000.0,EQUITY,finmb_280561,us_market,,6.005,,22.339,,,9.32,,315883008.0,,,,10.365,4213135.0,0.013300001,,1609372800.0,0.80112,2214000128.0,6.969,,,22.397491,0.00236,1672444800.0,,1617148800.0,4.34,1623715200.0,288776835.0,1.102285,77402972160.0,2,,1148601600.0,2:1,,,,0.186,5.6890793,1626307200.0,1.82,,24.908798,,0.0134000005,3805817.0,,,,242.64,242.51,224.91975,0.01850478,0.64419997,,236.88,,888720.0,242.64,225.3818,4.49,242.51,,888720.0,,,4.56,1624924800.0,,,231.52,USD,33.31181,2850697.0,,,,73332236288.0,,,937519.0,231.52,231.99,800.0,2850697.0,244.45,,2.18,192.89,231.53,False,0.02,800.0,236.88,232.15,https://logo.clearbit.com/itw.com,,,,,,1d762317-e768-376b-8b0c-6080b1a6db53,,,,,,,,,,,,
ILMN,92122,Healthcare,7800.0,"Illumina, Inc. provides sequencing and array-based solutions for genetic and genomic analysis. Its products and services serve customers in a range of markets enabling the adoption of genomic solutions in research and clinical settings for applications in the life sciences, oncology, reproductive health, agriculture, and other emerging segments. The company provides instruments and consumables used in genetic analysis; and genotyping and sequencing services, instrument service contracts, and development and licensing agreements. Its customers include genomic research centers, academic institutions, government laboratories, and hospitals, as well as pharmaceutical, biotechnology, commercial molecular diagnostic laboratories, and consumer genomics companies. The company markets and distributes its products directly to customers in North America, Europe, Latin America, and the Asia-Pacific region, as well as sells through life-science distributors in various markets within Europe, the Asia-Pacific region, Latin America, the Middle East, and Africa. It has collaboration agreements with Geneseeq Technology Inc. to develop comprehensive in-vitro diagnostic (IVD) NGS testing kits for cancer; LetsGetChecked to track COVID-19 variants in California; and Merck & Co., Inc. to develop and commercialize tests that identify genetic mutations used in the assessment of homologous recombination deficiency. The company was incorporated in 1998 and is headquartered in San Diego, California.",San Diego,858 202 4500,CA,United States,[],http://www.illumina.com,1,5200 Illumina Way,Diagnostics & Research,0.21448,0.21192,0.7021,669000000.0,0.395,0.16495001,918000000.0,350.0,hold,2231000000.0,1485250048.0,476.5,365.33,0.719,2.682,0.03928,18.0,464.61,23.95,0.11862001,560.0,1264999936.0,2536999936.0,4280000000.0,8.093,USD,28.968,2.045,2.8,NMS,"Illumina, Inc.","Illumina, Inc.",America/New_York,EST,True,-18000000.0,EQUITY,finmb_29753,us_market,,14.984,,69.861,,,7.2,,146000000.0,,,,33.712,1843005.0,0.0117999995,,1609632000.0,0.85418,907000000.0,4.28,,,10.836793,0.00232,1672704000.0,,1633219200.0,1.9,1631664000.0,155662296.0,0.85974,64132734976.0,2,,1222128000.0,2:1,,,,0.771,12.462191,1634256000.0,3.4,,50.740276,,0.0135,2426586.0,,,,377.63,377.63,431.42255,,0.0,,374.41,,855390.0,377.63,402.8024,,377.63,,855390.0,,,,,,,364.365,USD,85.35747,1305895.0,,,,53338177536.0,,,826150.0,364.365,365.97,800.0,1305895.0,555.77,,,322.6,362.5,False,,1400.0,374.41,365.33,https://logo.clearbit.com/illumina.com,,858 202 4545,,,,c76f8ba3-209c-315d-a776-1d132bd357c6,,,,,,,,,,,,
INCY,19803,Healthcare,1773.0,"Incyte Corporation, a biopharmaceutical company, focuses on the discovery, development, and commercialization of proprietary therapeutics in the United States and internationally. The company offers JAKAFI, a drug for the treatment of myelofibrosis and polycythemia vera cancers; PEMAZYRE, a fibroblast growth factor receptor kinase inhibitor for the treatment of adults; and ICLUSIG, a kinase inhibitor to treat chronic myeloid leukemia and philadelphia-chromosome positive acute lymphoblastic leukemia. Its clinical stage products include ruxolitinib, a drug that is in Phase III clinical trial for steroid-refractory chronic graft-versus-host-diseases (GVHD); itacitinib, which is in Phase III clinical trial to treat naÃ¯ve chronic GVHD; and pemigatinib that is in Phase II clinical trial for treating bladder cancer, cholangiocarcinoma, 8p11 myeloproliferative syndrome, and Tumor agnostic. In addition, the company engages in developing Parsaclisib, which is in Phase II clinical trial for follicular lymphoma, marginal zone lymphoma, and mantel cell lymphoma. Additionally, the company develops Retifanlimab that is in Phase II clinical trials for MSI-high endometrial cancer, merkel cell carcinoma, and anal cancer, as well as in Phase II clinical trials for patients with non-small cell lung cancer. It has collaboration agreements with Novartis International Pharmaceutical Ltd.; Eli Lilly and Company; Agenus Inc.; Calithera Biosciences, Inc; MacroGenics, Inc.; Merus N.V.; Syros Pharmaceuticals, Inc.; Innovent Biologics, Inc.; Zai Lab Limited; and Cellenkos, Inc., as well as clinical collaborations with MorphoSys AG and Xencor, Inc. to investigate the combination of tafasitamab, plamotamab, and lenalidomide in patients with relapsed or refractory diffuse large B-cell lymphoma, and relapsed or refractory follicular lymphoma. The company was incorporated in 1991 and is headquartered in Wilmington, Delaware.",Wilmington,302 498 6700,DE,United States,[],http://www.incyte.com,1,1801 Augustine Cut-Off,Biotechnology,0.17834,0.124110006,0.38244998,,0.026,0.15772,485191008.0,67.0,buy,276631000.0,,101.0,67.72,-0.492,3.964,0.07537,16.0,102.0,1.166,0.12788,130.0,2080967040.0,34246000.0,2720579072.0,9.455,USD,12.396,3.729,2.2,NMS,Incyte Corporation,Incyte Corporation,America/New_York,EST,True,-18000000.0,EQUITY,finmb_332954,us_market,,5.554,,31.14,,,4.5,,219923008.0,,,,12.406,5864120.0,0.026700001,,1609372800.0,0.93847,337638016.0,2.181,,,5.458649,0.0146,1672444800.0,,1625011200.0,4.63,1623715200.0,186302460.0,0.797062,15108749312.0,2,,967766400.0,2:1,,,,-0.485,5.474271,1626307200.0,1.21,,15.048889,,0.038,5159731.0,,,,65.02,65.06,76.8647,,0.0,,65.16,,2146510.0,65.02,66.7668,,65.06,,2146510.0,,,,,,,64.165,USD,31.049978,4969879.0,,,,14893186048.0,,,1844990.0,64.165,69.85,1100.0,4969879.0,101.47,,,61.91,67.07,False,,1100.0,65.16,67.72,https://logo.clearbit.com/incyte.com,,,,,,72960770-e83b-3ec3-92c6-dbd8ced339a4,,,,,,,,,,,,
IR,28036,Industrials,15900.0,"Ingersoll Rand Inc. provides various mission-critical air, fluid, energy, specialty vehicle and medical technologies in the United States, Europe, the Middle East, Africa, and the Asia Pacific. It operates through four segments: Industrial Technologies and Services; Precision and Science Technologies; Specialty Vehicle Technologies; and High Pressure Solutions segments. The company offers air and gas compression, vacuum and blower products, fluid transfer and management equipment, loading systems, power tools and lifting equipment, displacement pumps, liquid and precision syringe pumps, and compressors, as well as as well as aftermarket parts, consumables, and services. It also designs, manufactures, and markets golf, utility, and consumer low-speed vehicles, as well as integrated systems. The company's products are used in medical, laboratory, industrial manufacturing, water and wastewater, chemical processing, drilling, hydraulic fracturing, well servicing applications, precision irrigation, energy, food and beverage, agriculture, and automated liquid handling end-markets, as well as various manufacturing, industrial facilities applications, and other activities. It serves to various industries and sectors. The company sells its products through an integrated network of direct sales representatives and independent distributors under the Ingersoll Rand, Gardner Denver, Club Car, CompAir, Nash, Elmo Rietschle, Robuschi, Thomas, Milton Roy, ARO, Emco Wheaton, and Runtech Systems brands. The company was formerly known as Gardner Denver Holdings, Inc. and changed its name to Ingersoll Rand Inc. in March 2020. Ingersoll Rand Inc. was founded in 1859 and is based in Davidson, North Carolina.",Davidson,414 212 4700,NC,United States,[],http://www.irco.com,1,800-A Beaty Street,Specialty Industrial Machinery,0.19593,0.05718,0.36400002,862800000.0,0.247,0.10258,1112199936.0,52.0,buy,1613400000.0,1312862464.0,60.0,58.34,,3.134,0.02303,12.0,59.33,41.772,0.043270003,64.0,3669900032.0,3904199936.0,5676599808.0,8.735,USD,13.55,2.526,2.0,NYQ,Ingersoll Rand Inc.,Ingersoll Rand Inc.,America/New_York,EST,False,-18000000.0,EQUITY,finmb_334158,us_market,,3.741,,19.093,,,2.04,,419452992.0,,,,21.358,4775972.0,0.0114,,1609372800.0,0.95967,388300000.0,-0.21,,,2.7315292,0.00349,1672444800.0,,1625011200.0,1.86,1623715200.0,388298668.0,1.516565,21234913280.0,2,,1385942400.0,1252:1000,,,,,4.3108354,1626307200.0,1.64,,28.59804,,0.0155,5421978.0,,,,59.34,60.0,50.75925,0.03572632,0.0,,60.14,,2182100.0,59.34,54.9626,2.12,60.0,,2182100.0,,,,,,,58.0201,USD,,2563666.0,,,,24470888448.0,,,2298790.0,58.0201,58.3,800.0,2563666.0,62.06,,,40.64,58.29,False,,1100.0,60.14,58.34,https://logo.clearbit.com/irco.com,,,,,,4f74d343-f26b-3d58-a8cb-bad2cab6a704,,,,,,,,,,,,
INTC,95054-1549,Technology,113700.0,"Intel Corporation designs, manufactures, and sells essential technologies for the cloud, smart, and connected devices for retail, industrial, and consumer uses worldwide. The company operates through DCG, IOTG, Mobileye, NSG, PSG, CCG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products comprising accelerators, boards and systems, connectivity products, and memory and storage products. The company also provides Internet of Things products, including high-performance compute solutions for targeted verticals and embedded applications; and computer vision and machine learning-based sensing, data analysis, localization, mapping, and driving policy technology. It serves original equipment manufacturers, original design manufacturers, and cloud service providers. Intel Corporation has a strategic partnership with MILA to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. The company was founded in 1968 and is headquartered in Santa Clara, California.",Santa Clara,408 765 8080,CA,United States,[],http://www.intel.com,1,2200 Mission College Boulevard,Semiconductors,0.44643003,0.23906,0.55594003,32362999808.0,-0.005,0.29331,34650001408.0,40.0,hold,43612000000.0,6619250176.0,60.0,49.2,0.042,1.988,0.092650004,38.0,62.31,41.556,0.22193001,85.0,24856999936.0,35408998400.0,77614997504.0,6.127,USD,18.942,1.301,2.8,NMS,Intel Corporation,Intel Corporation,America/New_York,EST,True,-18000000.0,EQUITY,finmb_21127,us_market,,2.95,,6.608,,,4.57,,4038000128.0,,,,19.764,58851153.0,0.0145000005,,1608940800.0,0.64966005,18555000832.0,4.456,,,2.4893746,0.0007,1672012800.0,,1624665600.0,3.22,1627603200.0,4053348700.0,0.592248,228980883456.0,2,,965001600.0,2:1,,,,-0.009,2.5596807,1630368000.0,1.12,,10.765864,,0.0145000005,54501589.0,,,,50.23,50.24,56.37245,0.02661756,0.30110002,,50.24,,29828400.0,50.23,51.7778,1.337,50.24,,29828400.0,,,1.39,1628121600.0,,,48.97,USD,11.041293,49414531.0,,,,198669615104.0,,,26590330.0,48.97,49.52,2200.0,49414531.0,68.49,,2.49,45.24,49.42,False,0.025799999,3100.0,50.24,49.2,https://logo.clearbit.com/intel.com,,,,,,fc39dab3-4bbe-3356-80d3-0933db783ba0,,,,,,,,,,,,
ICE,30328,Financial Services,9381.0,"Intercontinental Exchange, Inc. operates regulated exchanges, clearing houses, and listings venues for commodity, financial, fixed income, and equity markets in the United States, the United Kingdom, the European Union, Singapore, Israel, and Canada. It operates through three segments: Exchanges, Fixed Income and Data Services, and Mortgage Technology. The company operates marketplaces for listing, trading, and clearing an array of derivatives contracts and financial securities, such as commodities, interest rates, foreign exchange, and equities, as well as corporate and exchange-traded funds; trading venues, including 12 regulated exchanges and six clearing houses; and offers futures and options products for energy, agricultural and metals, financial, cash equities and equity, over-the-counter, and other markets, as well as listings and data and connectivity services. It also provides fixed income data and analytic, fixed income execution, CDS clearing, and other multi-asset class data and network services. In addition, the company offers proprietary and comprehensive mortgage origination platform, which serves residential mortgage loans; network and closing solutions that provides customers connectivity to the mortgage supply chain and facilitates the secure exchange of information; data and analytics services; and Data as a Service for lenders to access data and origination information. Intrinsic Exchange Group has partnership with NYSE and NYSE to launch a new asset class to power a sustainable future. Intercontinental Exchange, Inc. was founded in 2000 and is headquartered in Atlanta, Georgia.",Atlanta,770 857 4700,GA,United States,[],http://www.intercontinentalexchange.com,1,5660 New Northside Drive NW,Financial Data & Stock Exchanges,0.60728,0.43815,1.0,3196000000.0,0.277,0.48889,4236999936.0,124.0,buy,6036000000.0,2654249984.0,136.0,130.72,0.577,1.006,0.0153,15.0,136.93,66.88,0.1503,150.0,1319000064.0,14499000320.0,6976999936.0,2.341,USD,12.404,0.024,2.0,NYQ,Intercontinental Exchange Inc.,"Intercontinental Exchange, Inc.",America/New_York,EST,True,-18000000.0,EQUITY,finmb_1081952,us_market,,12.67,,20.864,,,5.26,,562766016.0,,,,35.458,4612413.0,0.0082,,1609372800.0,0.89998,3056999936.0,3.744,,,3.6866152,0.01343,1672444800.0,,1632960000.0,1.97,1632960000.0,560604216.0,0.808831,88401797120.0,2,,1478217600.0,5:1,,,,0.623,10.543898,1635465600.0,2.79,,24.85171,,0.0083,5132353.0,,,,136.27,136.78,119.2472,0.009026198,0.23799999,,132.555,,1928930.0,136.27,128.8978,1.23,136.78,,1928930.0,,,1.32,1639612800.0,,,130.36,USD,34.91453,4040197.0,,,,73564774400.0,,,2302234.0,130.36,133.53,1000.0,4040197.0,139.79,,1.16,105.64,130.68,False,0.0099,1300.0,132.555,130.72,https://logo.clearbit.com/intercontinentalexchange.com,3rd Floor,,,,,22fb77eb-a937-3612-9faa-55c581785893,,,,,,,,,,,,
IBM,10504,Technology,345900.0,"International Business Machines Corporation provides integrated solutions and services worldwide. Its Cloud & Cognitive Software segment offers software for vertical and domain-specific solutions in various application areas; and customer information control system and storage, and analytics and integration software solutions to support client mission on-premise workloads in banking, airline, and retail industries. It also offers middleware and data platform software, including Red Hat that enables the operation of clients' hybrid multi-cloud environments; and Cloud Paks, WebSphere distributed, and analytics platform software, such as DB2 distributed, information integration, and enterprise content management, as well as IoT, Blockchain and AI/Watson platforms. The company's Global Business Services segment offers business consulting services; system integration, application management, maintenance, and support services for packaged software; and finance, procurement, talent and engagement, and industry-specific business process outsourcing services. Its Global Technology Services segment provides IT infrastructure and platform services; and project, managed, outsourcing, and cloud-delivered services for enterprise IT infrastructure environments; and IT infrastructure support services. The company's Systems segment offers servers for businesses, cloud service providers, and scientific computing organizations; data storage products and solutions; and z/OS, an enterprise operating system, as well as Linux. Its Global Financing segment provides lease, installment payment, loan financing, short-term working capital financing, and remanufacturing and remarketing services. The company has a collaboration alliance with GK Software SE to enhance retail innovation and customer omnichannel experience with hybrid cloud technology. The company was formerly known as Computing-Tabulating-Recording Co. The company was incorporated in 1911 and is headquartered in Armonk, New York.",Armonk,914 499 1900,NY,United States,[],http://www.ibm.com,1,One New Orchard Road,Information Technology Services,0.21494,0.07169,0.48683,17684000768.0,0.034,0.12443,15992000512.0,115.0,hold,35575000000.0,13636625408.0,150.0,117.1,-0.032,0.84,0.03845,17.0,150.0,270.943,0.24530001,176.0,7950000128.0,59789000704.0,74400997376.0,8.87,USD,83.3,0.664,2.6,NYQ,International Business Machines,International Business Machines Corporation,America/New_York,EST,True,-18000000.0,EQUITY,finmb_112350,us_market,,2.351,,10.939,,,12.05,,893523008.0,,,,23.938,25087625.0,0.027999999,,1609372800.0,0.57715,5244000256.0,5.978,,,4.8918037,0.00133,1672444800.0,,1625011200.0,7.92,1627603200.0,894742550.0,1.212336,174939111424.0,2,,927763200.0,2:1,,,,-0.026,1.406319,1630368000.0,0.8,,9.717842,,0.027999999,25615018.0,,,,118.06,118.36,130.83614,0.05522616,1.122,,119.2399,,5107460.0,118.06,126.33801,6.52,118.36,,5107460.0,,,6.56,1628467200.0,,,116.46,USD,19.58849,9245692.0,,,,104631541760.0,,,5494380.0,116.46,117.84,900.0,9245692.0,146.11855,,4.45,112.19885,117.45,False,0.0478,1800.0,119.2399,117.1,https://logo.clearbit.com/ibm.com,,,,,,cbf44511-d041-3c6d-9dd7-3cc0c033122c,,,,,,,,,,,,
